"country","year","life_expectancy_at_birth_SEX_MLE","life_expectancy_at_birth_SEX_BTSX","life_expectancy_at_birth_SEX_FMLE","bcg_immunization_coverage","dtp_immunization_coverage","hepb3_immunization_coverage","hib3_immunization_coverage","hpv_immunization_coverage","mcv1_immunization_coverage","mcv2_immunization_coverage","pab_immunization_coverage","pcv3_immunization_coverage","pol3_immunization_coverage","rotac_immunization_coverage","che_%_of_gdp","ext_%_of_che","gghe-d_%_of_che","oop_%_of_che","pvt-d_%_of_che","alc_consump_per_capita_liters_SEX_MLE","alc_consump_per_capita_liters_SEX_FMLE","alc_consump_per_capita_liters_SEX_BTSX","alc_expenditure_%_of_household","preterm_birth_rate_per_100","low_birth_weight_prevalence","pregnant_women_anaemia_prevalence_SEX_FMLE","pregnant_women_anaemia_prevalence_SEVERITY_MODERATE","pregnant_women_anaemia_prevalence_SEVERITY_MILD","pregnant_women_anaemia_prevalence_SEVERITY_TOTAL","pregnant_women_anaemia_prevalence_SEVERITY_SEVERE","pregnant_women_mean_hemoglobin","children_anaemia_prevalence_SEX_BTSX","children_anaemia_prevalence_SEVERITY_MILD","children_anaemia_prevalence_SEVERITY_MODERATE","children_anaemia_prevalence_SEVERITY_TOTAL","children_anaemia_prevalence_SEVERITY_SEVERE","children_mean_hemoglobin","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","thin_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","thin_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","overweight_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","overweight_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS05-09","obese_children_prevalence_SEX_FMLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS05-19","obese_children_prevalence_SEX_MLE_AGEGROUP_YEARS10-19","obese_children_prevalence_SEX_BTSX_AGEGROUP_YEARS10-19","underweight_adults_prevalence_SEX_FMLE","underweight_adults_prevalence_SEX_BTSX","underweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_BTSX","overweight_adults_prevalence_SEX_MLE","overweight_adults_prevalence_SEX_FMLE","obese_adults_prevalence_SEX_BTSX","obese_adults_prevalence_SEX_MLE","obese_adults_prevalence_SEX_FMLE"
"IRQ",2003,65.68954,68.91367,72.06182,94,75,63,NA,NA,73,45,88,NA,73,NA,3,0.17,45.26,54.55,54.58,0.1038,0.01503,0.05834,NA,NA,10.5,38.8,18.3,18.3,38.8,2.2,113,34.7,21.1,13.1,34.7,0.5,114,3.33245,4.28787,5.56662,2.95569,4.91856,5.97142,4.37818,2.72151,4.14293,23.23521,27.46016,23.80924,24.1678,25.22413,25.47209,24.32907,26.69812,25.78185,10.06514,11.39553,9.01774,11.15961,11.54217,9.80626,8.28073,7.82037,9.64495,2.41983,3.57001,4.79,56.20664,51.20817,60.91905,25.25689,18.95122,31.20168
"BGD",2017,72.08322,73.37868,74.69462,99,98,98,98,NA,97,93,98,99,98,NA,2.37,6.05,21.23,70.09,72.72,0.00904,0.00122,0.00507,NA,16.23804,23.5,42.8,17.6,24.2,42.8,1,112,43.3,25.4,17.3,43.3,0.6,111,17.02714,17.99292,21.69206,14.18056,24.20095,20.54272,16.76748,12.87864,20.6701,4.64796,8.03924,6.05804,6.704,6.56983,5.03778,4.83983,7.09729,7.36172,1.40748,1.44666,1.107,1.7175,1.32279,1.31719,1.19157,1.23031,1.27586,16.73283,17.37006,18.03075,21.07687,15.94741,26.02422,3.69806,2.04208,5.29525
"TON",2016,69.96328,72.56033,75.2949,91,96,96,96,NA,98,99,NA,NA,96,NA,4.82,28.61,61.99,5.38,9.4,0.67632,0.13463,0.39823,NA,NA,NA,36.8,14.9,21.1,36.8,0.8,115,34,21.9,11.7,34,0.4,114,0.26646,0.39509,0.568,0.20952,0.80944,0.43243,0.30919,0.1788,0.55105,46.00933,63.09701,51.51402,54.60502,52.85283,37.96238,42.17995,54.28966,58.73128,23.45521,26.59118,25.59887,21.09424,29.55636,26.16874,25.77512,25.87408,27.6633,0.25259,0.26807,0.2846,88.04192,83.74139,92.06706,65.21307,55.33117,74.46216
"SWE",2016,80.36714,82.00944,83.63114,26,98,67,98,73,97,95,NA,97,98,NA,10.85,NA,84.26,14.49,15.74,14.52672,4.20969,9.3534,NA,5.55105,4.2,17.4,5.5,11.7,17.4,0.3,120,13.5,11.2,2.3,13.5,0,121,0.91243,1.74621,2.21851,1.24073,1.47368,2.62775,2.04772,1.42373,1.20127,27.48885,20.28447,25.35933,24.1893,23.74322,25.11542,26.3369,22.01355,22.30817,8.92107,5.99716,10.40734,7.34507,5.2458,7.78302,9.45162,8.92651,7.15335,2.06696,1.335,0.59575,53.50448,61.43499,45.65208,15.93828,16.63865,15.24481
"AUS",2006,78.78669,81.04245,83.26571,NA,92,95,95,NA,94,87,NA,NA,92,NA,7.98,0,71.67,19.75,28.33,17.10026,5.16315,11.04524,NA,NA,6.3,14.6,4.4,10.1,14.6,0.2,121,11.6,9.2,2.4,11.6,0.1,122,0.87921,1.3417,1.60638,1.06292,1.12082,1.83736,1.50295,1.15048,1.00307,33.0166,29.20604,32.58243,32.3759,31.14001,30.49047,31.78543,29.62067,30.83267,11.09328,9.17235,12.43595,9.68104,8.92987,10.2574,11.28751,10.74121,9.85936,2.02724,1.47053,0.89483,60.95418,67.91886,54.21922,24.04497,24.08638,24.00493
"ISL",2005,79.15279,80.90304,82.6169,NA,95,NA,95,NA,90,90,NA,NA,95,NA,8.95,0,81,17.59,19,11.5738,3.45296,7.52491,2.9,NA,3.7,14.9,4.7,9.8,14.9,0.3,121,9.4,7.8,1.5,9.4,0,123,1.3207,1.70412,1.85524,1.54582,1.4478,2.04971,1.85682,1.6542,1.38554,23.37586,21.29394,23.28907,23.24765,22.38694,21.74928,22.57908,21.44191,22.29485,6.83945,5.57018,7.78073,5.85915,5.43107,6.5839,7.5516,7.44225,6.46141,2.49208,1.75649,1.02022,54.58331,62.05714,47.11623,17.38345,17.68933,17.07784
"COD",2018,59.32275,61.43179,63.60932,86,71,71,71,NA,64,NA,85,70,72,NA,3.24,35.22,15.08,41.61,49.7,3.41157,0.86479,2.11786,NA,12.40971,10.3,46.9,21.3,23.7,46.9,2,110,65.6,26,36.2,65.6,3.3,103,4.34452,7.31058,9.97465,4.6483,7.58334,11.5833,8.21585,4.8524,5.964,15.8083,11.93786,12.73153,10.66176,12.51216,12.82145,14.31494,12.29294,11.30019,4.7968,3.40703,4.99127,4.60231,2.60398,3.59303,3.77916,2.96376,2.78376,13.12111,14.4245,15.77556,17.82839,12.39247,23.07248,4.79826,2.93384,6.59689
"FSM",2001,61.13966,63.81961,66.7304,39,75,81,73,NA,84,64,NA,NA,79,NA,8.45,73.16,21.58,4.81,5.26,5.5729,1.21845,3.38574,NA,NA,NA,36.6,15.3,20.3,36.6,1,115,36.2,19.6,15.6,36.2,1,114,0.8357,0.8043,0.90607,0.69618,1.2177,0.7437,0.68507,0.62246,1.03161,25.15542,41.55057,26.62621,27.3925,30.99702,24.4563,24.81485,35.64098,34.23999,8.08586,8.70795,9.91392,6.16133,10.0535,8.78167,8.85104,8.29727,9.14666,2.30958,2.2491,2.18752,65.69634,57.35216,73.89009,36.11439,26.98993,45.07434
"NGA",2018,61.26092,62.68563,64.17073,71,61,61,61,NA,56,NA,60,59,61,NA,3.09,7.17,16.1,75.95,76.73,7.02021,1.36502,4.21026,NA,9.92433,NA,56,27.2,25.7,56,3.1,107,69.7,26.5,39.5,69.7,3.6,101,9.16973,13.19043,17.32996,8.91492,11.96301,20.72969,14.84731,8.75218,10.58542,9.81772,8.64684,7.53304,6.08579,8.22177,9.38136,9.60252,8.93313,7.34357,3.88297,2.83953,4.06746,3.69337,2.29418,2.86745,2.89448,2.15144,2.22154,9.6365,9.51337,9.3914,29.05514,23.59037,34.57219,9.35165,6.12281,12.61138
"KEN",2007,56.89152,58.55064,60.21409,92,81,81,81,NA,80,NA,74,NA,76,NA,5.22,30.16,24.37,35.77,45.47,3.85277,0.82278,2.31791,NA,NA,11.1,43.1,21.1,19.3,43.1,2.6,112,43.7,20.8,20.5,43.7,2.3,110,5.14703,9.49532,12.91629,6.06833,7.37458,16.28651,11.45584,6.62582,6.26352,9.56937,10.62336,6.16391,4.09287,8.17257,9.45992,9.51478,10.18475,7.35833,2.88842,1.68841,3.63243,2.14077,1.41469,1.82646,1.96426,0.94975,1.18223,10.34374,13.52461,16.80091,19.58787,11.93188,27.02086,5.15733,2.36288,7.87038
"ATG",2016,73.80225,75.54813,77.07364,NA,92,92,92,NA,88,68,NA,NA,87,NA,5.12,0.01,55.85,27.52,44.14,12.75395,3.29553,7.73003,NA,NA,15.3,19.2,6.7,12.2,19.2,0.3,121,17.6,13.4,4.1,17.6,0.1,120,2.31195,2.81555,3.41761,2.19795,2.87804,3.6813,2.92114,2.14248,2.59902,43.02357,39.90598,39.64746,37.99754,39.33969,37.21122,40.15871,39.02397,38.94029,24.33105,21.58264,25.34463,23.28824,20.75276,21.09928,20.62808,18.32309,19.52332,4.57184,4.82454,5.11346,60.0745,51.46745,67.60284,29.87401,20.5656,38.01581
"BWA",2005,50.847,53.16799,55.87351,99,96,92,NA,NA,93,NA,83,NA,96,NA,5.27,11.49,54.43,8.5,34.08,12.69079,2.63479,7.44481,NA,NA,18.2,33.3,14,18.3,33.3,1,116,40,22.1,17,40,0.8,112,7.58325,11.76833,15.80784,7.68199,11.61178,17.89347,12.8249,7.73013,9.62215,9.50489,9.75957,7.1404,5.96514,7.97251,6.87531,8.20618,8.81425,7.85747,2.57058,2.86165,2.66018,2.47876,3.04832,2.31701,1.77861,1.34042,2.19217,11.90249,16.98917,22.59563,28.63194,16.66221,39.49195,10.29109,3.76432,16.21275
"CYP",2004,77.07148,79.27834,81.505,NA,98,88,61,NA,86,NA,NA,NA,98,NA,5.41,0.55,41.29,49.88,58.17,15.09663,4.29775,9.69843,NA,NA,NA,18.1,6.2,11.5,18.1,0.5,120,13,10.3,2.6,13,0.1,122,2.96087,1.92834,1.62591,2.25622,2.21979,1.37981,1.65245,1.95173,2.58081,34.54058,23.28171,34.34901,34.26962,29.68109,27.71826,31.21703,24.62036,29.03162,14.09558,7.44489,17.41489,10.60127,6.08097,11.43909,15.12326,14.17361,10.3158,2.88918,1.85351,0.81119,53.97626,60.57233,47.4223,19.98474,20.23035,19.74071
"TUN",2013,74.24376,76.61373,79.10734,97,98,98,98,NA,94,98,96,NA,98,NA,6.51,0.1,59.09,39.06,40.81,3.28036,0.45027,1.8393,NA,8.69092,8.1,30.9,11.9,18.4,30.9,0.6,116,29.3,19.5,9.5,29.3,0.2,116,3.22825,5.1432,6.74554,3.44846,5.01572,7.63117,5.64416,3.55865,4.1538,18.92212,22.83105,18.33383,18.03264,19.56485,16.94172,17.96718,20.86686,20.37382,6.43581,6.188,7.07587,5.74849,6.40793,6.26131,6.33063,5.94908,6.17296,3.86819,4.33011,4.8117,52.69535,45.28794,59.79993,22.14725,14.81954,29.1754
"CZE",2017,75.97839,78.85473,81.69093,NA,96,94,94,65,97,90,NA,NA,94,NA,7.38,0,84.04,14.55,15.96,21.05352,5.825,13.25914,NA,7.31725,7.5,22.6,8.1,14.2,22.6,0.3,119,17.8,13.9,3.8,17.8,0.1,120,3.03444,2.97041,3.32272,2.59916,3.66593,3.11761,2.73807,2.33688,3.35764,24.10884,12.42843,19.73536,17.12164,17.62438,20.33135,22.26472,15.39987,14.84008,8.6308,4.22692,10.47199,6.70051,2.73648,5.86496,7.41939,5.59507,4.2054,2.01436,1.30504,0.55885,65.07126,72.67378,57.84444,28.36891,30.20399,26.62453
"PNG",2011,64.11832,65.03279,66.09645,91,58,58,58,NA,66,NA,61,NA,55,NA,2.29,22.5,65.26,12.24,12.24,2.01158,0.4188,1.24548,NA,9.10005,18.9,45.6,19.5,24.9,45.6,1.3,111,49.1,24.2,22.7,49.1,2.2,109,1.09585,1.97045,2.83195,1.0152,3.601,2.39589,1.72161,0.96856,2.40522,27.06545,37.56235,29.24072,30.47413,29.3461,15.45779,21.52477,29.46295,33.82267,9.50766,7.44717,13.73267,4.88133,8.93104,9.85309,12.02289,11.05342,10.05079,4.55488,3.22948,1.99683,46.3758,42.19897,50.86694,16.17868,12.40492,20.23642
"FRA",2012,78.48841,81.57753,84.52986,NA,99,78,98,22,91,72,NA,89,99,NA,11.3,NA,70.29,10.12,29.71,19.05148,5.42239,11.93242,NA,7.31664,7.5,14.7,4.3,10.2,14.7,0.2,121,11.7,9.5,2.1,11.7,0.1,122,1.82716,2.603,3.18492,1.99279,2.27485,3.64432,2.87952,2.07667,2.05608,19.82792,18.40086,18.65642,18.06504,18.89987,20.64464,20.22702,19.15516,18.22888,5.84536,4.32963,6.85842,4.7853,4.09887,5.02343,5.68507,5.09275,4.60787,4.79006,3.30071,1.66191,43.68675,50.6079,37.39682,13.15828,13.29248,13.03631
"ESP",2016,80.04204,82.73071,85.35676,NA,97,97,97,82,97,95,NA,NA,97,NA,8.95,NA,71.55,21.96,28.45,17.2783,4.91451,10.93102,NA,7.39817,9.6,19,6.3,12.3,19,0.3,119,13.6,11.1,2.5,13.6,0,121,0.75235,1.20239,1.52946,0.85477,0.95451,1.84053,1.38887,0.90985,0.85671,38.69649,26.59763,33.88919,31.28831,32.0576,36.6439,37.70347,30.11091,29.01194,15.17506,9.09607,16.95384,13.27708,6.84764,11.00492,12.80091,10.55405,8.75534,2.38616,1.56321,0.69162,59.13578,67.8997,50.86087,20.8284,22.74556,19.01822
"JAM",2011,70.10521,72.8614,75.75671,95,92,92,91,NA,88,60,80,NA,93,NA,5.24,2.27,59.11,22.05,38.62,5.06808,1.2648,3.1339,NA,NA,14.4,23.2,8.7,14,23.2,0.5,119,25.9,17.5,8.1,25.9,0.3,117,1.44554,1.61651,1.44763,1.79128,0.80358,1.72085,1.82753,1.93792,1.11902,20.7268,27.45616,21.93216,22.44352,23.37725,18.78178,19.77107,24.8728,24.90692,9.11592,9.74784,9.64756,8.56561,10.24925,9.33987,8.94567,8.6479,9.43487,4.02967,4.60788,5.21016,52.2921,38.73666,65.30569,25.07414,12.62572,37.02495
"SVK",2020,73.48148,76.86888,80.20803,NA,97,97,97,NA,96,98,NA,96,97,NA,7.13,NA,80.27,18.75,19.73,17.05353,4.68184,10.66663,NA,6.15053,7.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15109,3.39867,3.52483,3.26577,3.59633,3.48686,3.40915,3.3271,3.379,33.61235,18.81571,29.69209,27.60978,25.81471,27.18118,30.47327,21.73046,23.33213,12.89494,7.98111,14.53133,11.17878,6.27117,9.58741,11.11236,9.29632,7.82481,3.10548,1.93752,0.68575,65.44682,75.14967,56.39364,29.03329,31.37618,26.84728
"SWE",2005,78.31472,80.42437,82.46055,20,98,NA,98,NA,96,95,NA,NA,98,NA,8.15,NA,82.29,16.64,17.71,14.61095,4.17042,9.31084,2.8,NA,4.3,17.4,5.8,11.2,17.4,0.4,120,12.1,9.9,2.1,12.1,0,122,0.88815,1.53317,1.82541,1.22625,1.15534,2.09388,1.73603,1.36087,1.02531,26.11874,16.99605,23.9596,23.09451,21.16247,21.31115,23.77922,18.22487,20.11725,6.86691,4.14695,8.32023,5.33374,3.67443,5.83912,7.45036,7.10184,5.42858,2.3933,1.66266,0.90632,51.62714,57.94523,45.52371,14.92271,14.93639,14.9095
"LBR",2021,62.64177,63.45731,64.26884,81,66,66,66,28,58,35,90,65,64,68,16.62,17.55,6.53,24.68,75.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96595,6.01802,9.95807,1.99044,7.56359,11.32861,6.71447,2.00441,4.79894,19.65441,15.66208,15.68557,13.4139,15.56555,15.05841,17.38447,15.44287,14.52643,9.40438,4.57297,13.5434,5.16304,4.23653,7.81792,10.99234,9.53218,6.91159,5.5023,5.97906,6.47471,35.54342,27.77458,43.0162,15.3311,11.59269,18.92705
"IRL",2004,75.93999,78.39306,80.83405,30,89,NA,89,NA,81,NA,NA,NA,89,NA,7.22,NA,78.92,12.22,21.08,21.78056,6.66029,14.12797,NA,NA,4.9,16.4,5.4,10.7,16.4,0.4,120,12,9.5,2.4,12,0.1,122,0.70801,0.88692,0.99157,0.77673,0.79195,1.08768,0.95214,0.80965,0.75113,28.40009,29.89751,27.0977,26.47067,28.55009,30.45934,29.40142,30.07949,28.1412,8.85539,8.85736,8.37395,9.36404,8.61461,8.46128,8.08514,7.94609,8.27199,1.33027,1.02117,0.70276,61.19129,68.63655,53.96361,22.07443,22.97469,21.20049
"SUR",2000,67.713,70.55905,73.52649,NA,71,NA,NA,NA,84,NA,92,NA,70,NA,5.87,14.41,48.39,15.4,37.21,7.654,1.80115,4.73893,NA,NA,14.2,29.6,12.4,16.2,29.6,1.1,117,33.1,20.1,12.3,33.1,0.7,115,4.79555,4.78343,4.74662,4.82192,4.18093,5.04005,4.94067,4.83593,4.48381,21.07604,20.32125,19.07181,18.03217,19.33052,18.24491,19.6809,19.60098,19.14666,9.9405,7.07299,11.56219,8.27134,6.43649,8.09231,9.06739,7.77328,7.12244,7.12567,8.62148,10.12313,41.2987,33.60949,48.95799,14.94121,8.78353,21.07493
"UZB",2009,63.90413,66.2801,68.70269,99,98,98,98,NA,95,8,NA,NA,99,NA,4.8,1.51,41.64,56.42,56.85,3.03957,0.48582,1.74653,NA,NA,5.8,38.2,16.2,20.7,38.2,1.2,113,34.3,19.8,13.9,34.3,0.5,115,3.17239,3.11102,3.58586,2.61214,2.84542,3.89892,3.1559,2.37581,3.00473,17.71957,11.21917,15.50535,14.56917,13.88743,14.48345,16.14276,12.18762,12.93494,4.62044,2.38728,5.13691,4.07695,1.67453,2.81341,3.21901,2.40811,2.05025,4.17418,3.37584,2.55046,44.50288,43.36658,45.60193,15.58089,12.11642,18.93186
"NZL",2018,80.10699,81.75541,83.36205,NA,93,93,92,58,92,90,NA,96,93,86,9.04,NA,74.83,12.91,25.17,15.35855,4.65761,9.88698,NA,7.52589,5.9,15.9,4.6,11.2,15.9,0.1,120,14.9,11.9,3,14.9,0.1,121,0.54555,0.89429,1.23567,0.54022,1.09674,1.3091,0.92997,0.53742,0.82663,39.36883,41.82873,38.68457,38.32289,39.69823,38.69775,39.03996,40.74959,40.04532,16.12545,16.09503,17.85109,14.32981,17.02343,16.82477,17.52835,17.35776,17.1935,1.70097,1.26596,0.80856,67.78798,71.99295,63.78887,32.51949,31.5219,33.46824
"GNB",2014,54.70521,57.18297,59.5568,93,86,86,86,NA,81,NA,80,NA,84,NA,9.97,36.08,5.98,55.39,57.94,6.67959,1.32897,3.90501,NA,NA,21.3,53.7,25.7,25.2,53.7,2.8,108,71.3,25.4,41.5,71.3,4.5,100,4.24141,7.76708,11.28426,4.19856,8.61222,12.96103,8.59151,4.17189,6.44806,11.7479,9.8503,9.15455,7.52716,9.28191,8.70563,10.24155,9.41113,8.68211,3.49628,2.29441,4.02581,2.95635,1.88235,2.51703,2.73644,1.92733,1.90497,9.65287,10.18763,10.76959,24.55516,19.56408,29.14137,7.2139,4.66226,9.55855
"OMN",2001,69.80526,72.18472,76.00067,98,99,99,NA,NA,99,99,94,NA,99,NA,2.7,NA,82.03,11.27,17.97,1.23288,0.18539,0.81881,NA,NA,13.5,37.8,14.8,22.4,37.8,0.5,114,38.7,25.1,13.4,38.7,0.2,113,8.48347,9.07097,9.88403,8.2012,8.89393,10.39619,9.26859,8.05124,8.69383,21.6966,18.19646,21.58035,21.52021,19.56712,15.93949,18.88995,17.41344,19.92194,7.43834,7.26594,7.73779,7.12354,7.34159,7.25726,7.24914,6.99636,7.16237,7.93997,6.75505,6.01215,47.52321,46.0714,49.83882,17.75233,14.42077,23.06609
"DJI",2012,61.18324,62.75529,64.35396,87,81,81,81,NA,83,82,79,NA,81,NA,3.3,18.49,57.28,22.95,24.24,1.16409,0.161,0.65576,NA,NA,NA,37.4,16.5,19.3,37.4,1.5,114,52.1,24,26,52.1,2.2,108,4.71862,7.60082,9.79684,5.35985,6.39133,11.7107,8.74378,5.7192,5.5642,9.38704,10.76811,6.27682,4.52891,8.12122,8.63876,9.01703,10.00337,7.61849,2.81521,2.17984,3.08868,2.53564,1.98045,1.97364,1.77158,1.03139,1.50135,12.12479,13.45078,14.8196,21.68512,14.7545,28.39883,6.59996,3.07421,10.01537
"ECU",2017,74.90269,77.31252,79.7739,88,85,85,85,86,81,73,88,84,83,84,7.54,0.12,61.62,32.48,38.26,5.11864,1.51056,3.30068,NA,7.15812,10.7,22.2,8.9,12.5,22.2,0.8,119,23.7,16.5,7,23.7,0.1,118,1.60152,1.94809,2.47047,1.40426,2.32822,2.54404,1.93554,1.30242,1.97238,36.45428,30.4567,31.31424,28.65602,30.65608,29.02998,32.81886,29.97091,29.53851,14.39679,8.3901,18.1449,10.49048,7.3057,10.62529,12.77235,9.99388,8.67643,1.48065,1.62911,1.78055,62.15829,58.27916,65.96097,22.8519,17.62716,27.97366
"TTO",2018,70.59042,73.99506,77.452,NA,99,99,99,13,90,92,NA,99,99,NA,6.53,0.01,48.44,44.89,51.55,9.86415,2.41551,6.06472,NA,NA,16.3,19.3,6.7,12.3,19.3,0.3,121,23,15.7,7.1,23,0.2,119,8.1711,9.43398,10.58448,8.23724,10.26011,10.75242,9.53745,8.27165,9.23459,34.16866,31.71333,36.66342,37.95509,33.23917,25.7629,30.0422,29.67729,34.89815,16.51697,13.44869,20.36566,12.52572,13.92877,16.90867,20.23495,20.16728,17.11193,6.83339,6.10224,5.33919,58.54777,53.85774,63.04176,27.51743,21.49579,33.28739
"NZL",2003,76.86184,79.05551,81.15392,NA,90,89,85,NA,84,NA,NA,NA,86,NA,7.72,NA,75.5,15.38,24.5,15.54728,4.69164,9.94629,NA,NA,6.1,14.8,4.4,10.1,14.8,0.2,121,12.3,9.4,2.8,12.3,0.1,122,1.00209,0.94085,0.88634,0.99798,0.78212,0.9372,0.96598,0.99601,0.88906,35.8471,35.43828,35.28008,35.00332,34.92826,32.73605,34.33469,34.55956,35.21617,11.6495,10.97039,13.6297,9.55638,11.65178,12.20521,13.38352,13.26336,12.47476,1.97982,1.42583,0.83204,60.92888,66.77961,55.47029,24.37447,23.84138,24.87182
"IND",2018,68.87556,70.35439,71.95284,92,90,90,90,NA,93,82,90,6,90,35,2.86,0.46,34.29,53.23,65.25,8.10305,1.56338,4.92498,NA,13.06033,27.8,50.2,22.8,25.3,50.2,2.1,109,53.9,25.8,26.7,53.9,1.4,108,22.7449,23.16061,25.1116,21.01021,21.7463,26.74949,23.61816,20.16349,22.22181,10.41022,7.11478,9.19269,8.60012,8.40241,8.38479,9.44576,7.53135,7.89391,3.87925,2.24184,4.38859,3.31895,1.7161,2.65361,3.0272,2.36461,2.05628,18.03191,17.19015,16.39147,25.15521,22.99067,27.43653,5.738,4.05003,7.51704
"ALB",2013,75.76623,77.77411,79.94054,99,99,99,99,NA,99,99,87,99,99,NA,6.28,1.23,41.03,57.73,57.74,8.24655,1.86346,5.03877,NA,NA,6,22.3,8.2,13.6,22.3,0.5,119,23.6,16.7,6.7,23.6,0.2,118,2.14557,1.71158,1.50354,1.93063,1.68481,1.43699,1.64251,1.85586,1.90467,28.76312,15.88318,24.94339,23.54079,21.07412,20.2105,24.68209,17.00003,19.78347,9.03851,3.91235,11.88619,5.9183,3.21452,5.5747,7.15349,5.41565,4.33563,1.9878,1.34059,0.68578,60.96704,64.1358,57.83501,19.70115,16.27127,23.09127
"LSO",2014,46.03257,48.6839,51.68993,97,88,88,88,NA,92,82,83,NA,88,NA,10,27.3,58.08,14.18,14.61,5.5863,1.01041,3.24393,NA,NA,14.7,33.4,13.4,19.4,33.4,0.7,116,49.7,24.2,24.3,49.7,1.3,109,2.36493,5.37777,8.08909,2.68566,4.98021,9.71834,6.27557,2.85418,3.66682,9.21513,18.69373,5.90066,4.16366,11.39992,13.37047,11.30194,16.8602,11.45133,4.24248,4.93823,3.01773,5.45651,4.66593,3.26947,1.58879,0.83994,2.75889,3.80542,7.56915,11.53513,34.76819,17.29273,51.35245,14.77822,4.46952,24.5612
"EST",2001,65.22217,70.8547,76.47112,99,94,NA,NA,NA,95,84,NA,NA,94,NA,4.78,NA,78,19.25,22,17.13917,4.86517,10.45458,1.9,NA,4.5,25.5,10,14.8,25.5,0.7,118,22.4,15.1,7,22.4,0.3,119,2.50528,2.40321,2.215,2.60398,1.86368,2.34058,2.48507,2.63964,2.17541,17.48748,14.37473,17.17052,17.05722,15.96076,15.48844,16.51623,14.67035,15.76116,4.19788,2.99216,4.40606,3.97759,2.63608,3.38102,3.74557,3.50948,3.08749,3.2126,2.4464,1.51762,51.7549,51.84324,51.68201,19.29409,16.77008,21.3763
"CHL",2005,75.19029,78.00491,80.73799,95,91,NA,91,NA,90,96,NA,NA,92,NA,6.62,0,39.34,42.47,60.66,11.60771,3.46764,7.47088,NA,NA,5.6,21.2,8.1,12.4,21.2,0.6,120,19.5,13.9,5.4,19.5,0.2,120,0.7678,0.92895,1.13427,0.71467,0.96406,1.21205,0.95672,0.69044,0.86809,48.45361,37.44217,38.92905,34.57667,38.61618,40.14823,44.3925,38.28967,35.97934,24.60026,14.148,30.49574,18.43889,12.19136,16.9879,19.70918,14.78011,13.51292,1.47232,1.10323,0.71973,62.95235,63.0661,62.84288,24.30144,19.79189,28.6414
"BTN",2018,72.69367,73.75301,74.94852,99,97,97,97,94,97,91,89,NA,97,NA,3.24,6.05,79.55,13.16,14.4,0.31858,0.0626,0.19989,NA,NA,11.5,38.6,15.9,21.7,38.6,1,113,45.2,25,19.2,45.2,0.9,110,5.274,6.45379,7.87836,4.94516,7.2493,8.1682,6.52551,4.7966,6.29664,12.34854,18.57137,12.23057,12.17621,15.00917,16.58021,14.38942,17.95176,15.29201,5.89845,4.9553,5.15399,6.69759,4.16819,4.57986,4.22534,3.79745,3.97808,4.08659,4.16113,4.22508,40.20764,34.71109,46.61331,9.43668,7.02948,12.24203
